Date,Self-Unidentified,State,Township,Crop,Inquiry Type,Inquiry Topic,Source,Product Segment,First Handler Status,Assigned Team,# of Inquirer,# of Inquiry
1/9/2023,Male,Mandalay,Chanayethazan,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/9/2023,Male,Mandalay,Kyaukpadaung,Tomato,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/9/2023,Male,Mandalay,Kyaukse,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/9/2023,Male,Mandalay,Kyaukse,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/9/2023,Male,Mandalay,Meiktila,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/9/2023,Male,Mandalay,Meiktila,Onion,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/9/2023,Male,Mandalay,Myingyan,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
1/9/2023,Male,Mandalay,Myittha,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/9/2023,Male,Mandalay,Myittha,Chickpea,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,2,2
1/9/2023,Male,Mandalay,Myittha,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/9/2023,Male,Mandalay,Myittha,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/9/2023,Male,Mandalay,Nyaung-U,Tomato,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/9/2023,Male,Mandalay,Singu,Groundnut,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/9/2023,Male,Mandalay,Singu,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/9/2023,Male,Mandalay,Sintgaing,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/9/2023,Male,Mandalay,Sintgaing,Chickpea,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
12/20/2022,Male,Ayeyarwady,Wakema,Black gram,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Solved,Contact Center Team,1,1
1/9/2023,Male,Mandalay,Wundwin,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/9/2023,Male,Mandalay,Wundwin,Chickpea,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/9/2023,Male,Mandalay,Wundwin,Chili,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/9/2023,Male,Mon,Paung,,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/9/2023,Male,Mon,Paung,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/9/2023,Male,Mon,Thaton,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/9/2023,Male,Nay Pyi Taw,Lewe,Green gram,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/9/2023,Male,Nay Pyi Taw,Lewe,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/9/2023,Male,Rakhine,Maungdaw,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/9/2023,Male,Rakhine,Mrauk-U,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/9/2023,Male,Rakhine,Toungup,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/9/2023,Male,Sagaing,Katha,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/9/2023,Male,Sagaing,Khin-U,Onion,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/9/2023,Male,Sagaing,Khin-U,Cabbage,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/9/2023,Male,Sagaing,Monywa,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
1/9/2023,Male,Sagaing,Myaung,Groundnut,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/9/2023,Male,Sagaing,Myinmu,Chili,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/9/2023,Male,Sagaing,Shwebo,Chickpea,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/9/2023,Male,Sagaing,Taze,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/9/2023,Male,Sagaing,Wetlet,Onion,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/9/2023,Male,Sagaing,Ye-U,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/9/2023,Male,Shan (North),Mongmit,Legumes,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/9/2023,Male,Shan (South),Kalaw,Potato,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/9/2023,Male,Shan (South),Loilen,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/9/2023,Male,Shan (South),Nyaungshwe,Chickpea,Farming Practices,Other,Inquiry Call,Extension Service,Uncontactable,No action required,1,1
1/9/2023,Male,Shan (South),Nyaungshwe,Tomato,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/9/2023,Male,Shan (South),Pindaya,Industrial crops other,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/9/2023,Male,Shan (South),Pinlaung,Tomato,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/9/2023,Male,Yangon,Kayan,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/9/2023,Male,Yangon,Kyauktan,Green gram,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/9/2023,Male,Yangon,Taikkyi,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Female,Ayeyarwady,Hinthada,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Female,Ayeyarwady,Hinthada,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Female,Ayeyarwady,Lemyethna,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Female,Ayeyarwady,Lemyethna,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Female,Ayeyarwady,Pathein,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Female,Ayeyarwady,Pathein,Chili,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/10/2023,Female,Bago (East),Shwegyin,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Female,Bago (East),Thanatpin,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Female,Bago (East),Waw,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Female,Bago (West),Letpadan,Green gram,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/10/2023,Female,Bago (West),Letpadan,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Female,Bago (West),Monyo,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Female,Bago (West),Pyay,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Uncontactable,No action required,1,1
1/10/2023,Female,Magway,Magway,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Female,Magway,Minbu,Chickpea,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/10/2023,Female,Magway,Pakokku,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Female,Magway,Salin,Groundnut,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/10/2023,Female,Magway,Taungdwingyi,Onion,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/10/2023,Female,Magway,Yesagyo,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Female,Mandalay,Chanayethazan,Chickpea,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/10/2023,Female,Mandalay,Kyaukse,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Female,Mandalay,Myittha,Chickpea,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,2,2
1/10/2023,Female,Mandalay,Pyinoolwin,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Female,Mandalay,Sintgaing,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Female,Mandalay,Thabeikkyin,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
12/20/2022,Male,Mandalay,Wundwin,Onion,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Solved,Contact Center Team,1,1
1/10/2023,Female,Mon,Kyaikmaraw,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Female,Rakhine,Ann,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Female,Sagaing,Myaung,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Female,Shan (North),Kyaukme,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Ayeyarwady,Bogale,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Ayeyarwady,Danubyu,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Ayeyarwady,Danubyu,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Ayeyarwady,Hinthada,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Ayeyarwady,Ingapu,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,3,3
1/10/2023,Male,Ayeyarwady,Kangyidaunt,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Ayeyarwady,Kyaunggon,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Ayeyarwady,Kyonpyaw,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Ayeyarwady,Kyonpyaw,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Ayeyarwady,Maubin,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Ayeyarwady,Maubin,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
1/10/2023,Male,Ayeyarwady,Mawlamyinegyun,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
1/10/2023,Male,Ayeyarwady,Mawlamyinegyun,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Ayeyarwady,Myanaung,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Ayeyarwady,Myaungmya,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Ayeyarwady,Nyaungdon,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Ayeyarwady,Nyaungdon,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Ayeyarwady,Pantanaw,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
1/10/2023,Male,Ayeyarwady,Pantanaw,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,3,3
1/10/2023,Male,Ayeyarwady,Pyapon,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
1/10/2023,Male,Ayeyarwady,Wakema,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Ayeyarwady,Wakema,Black gram,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/10/2023,Male,Ayeyarwady,Wakema,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
1/10/2023,Male,Ayeyarwady,Yegyi,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Ayeyarwady,Zalun,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Ayeyarwady,Zalun,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
1/10/2023,Male,Bago (East),Bago,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Bago (East),Kawa,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Bago (East),Kawa,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Bago (East),Kawa,Groundnut,Farming Practices,Other,Inquiry Call,Extension Service,Transferred,No action required,1,1
1/10/2023,Male,Bago (East),Kyauktaga,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Bago (East),Phyu,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Bago (East),Phyu,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Bago (East),Shwegyin,Tomato,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Bago (East),Shwegyin,Tomato,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/10/2023,Male,Bago (East),Taungoo,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Bago (East),Taungoo,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Bago (East),Thanatpin,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Bago (West),Gyobingauk,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
1/10/2023,Male,Bago (West),Gyobingauk,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Bago (West),Letpadan,Black gram,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/10/2023,Male,Bago (West),Minhla,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Bago (West),Nattalin,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
1/10/2023,Male,Bago (West),Padaung,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Bago (West),Padaung,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Bago (West),Paukkhaung,Legumes,Crop Protection,P&D diagnosis request,Inquiry Call,Diagnosis Services,Solved,Contact Center Team,1,1
1/10/2023,Male,Bago (West),Paungde,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Bago (West),Paungde,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Bago (West),Shwedaung,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Bago (West),Thayarwady,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
1/10/2023,Male,Kachin,Bhamo,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Kayah,Loikaw,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Magway,Kamma,Black gram,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/10/2023,Male,Magway,Pakokku,Potato,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Magway,Pwintbyu,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Magway,Pwintbyu,Chickpea,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/10/2023,Male,Magway,Pwintbyu,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Magway,Seikphyu,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Magway,Thayet,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Mandalay,Chanayethazan,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Mandalay,Chanayethazan,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
1/10/2023,Male,Mandalay,Chanayethazan,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Mandalay,Chanayethazan,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Mandalay,Chanayethazan,Onion,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/10/2023,Male,Mandalay,Kyaukse,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,3,3
1/10/2023,Male,Mandalay,Kyaukse,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Uncontactable,No action required,1,1
1/10/2023,Male,Mandalay,Kyaukse,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Mandalay,Meiktila,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Mandalay,Meiktila,Onion,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/10/2023,Male,Mandalay,Myittha,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Mandalay,Myittha,Chickpea,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/10/2023,Male,Mandalay,Myittha,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Mandalay,Thabeikkyin,Chickpea,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Mandalay,Thazi,Tomato,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/10/2023,Male,Nay Pyi Taw,Lewe,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Nay Pyi Taw,Lewe,Black gram,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/10/2023,Male,Nay Pyi Taw,Pyinmana,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Sagaing,Chaung-U,Onion,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
1/10/2023,Male,Sagaing,Kale,Groundnut,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/10/2023,Male,Sagaing,Monywa,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Sagaing,Yinmarbin,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Shan (South),Kalaw,Potato,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Shan (South),Lawksawk,Chili,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/10/2023,Male,Yangon,Htantabin,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/10/2023,Male,Yangon,Thongwa,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Female,Ayeyarwady,Einme,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Female,Ayeyarwady,Kyaiklat,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Female,Bago (East),Kawa,Green gram,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/11/2023,Female,Bago (East),Taungoo,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Female,Bago (West),Letpadan,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Female,Bago (West),Thegon,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Female,Mandalay,Wundwin,Tomato,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Female,Sagaing,Yinmarbin,,Product Info,Benefits,Inquiry Call,Micro-irrigation,Solved,Contact Center Team,1,1
1/11/2023,Female,Sagaing,Yinmarbin,,Product Info,Benefits,Inquiry Call,Micro-irrigation ,Solved,Contact Center Team,1,1
1/11/2023,Female,Sagaing,Yinmarbin,Groundnut,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/11/2023,Male,Ayeyarwady,Hinthada,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
1/11/2023,Male,Ayeyarwady,Ingapu,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Male,Ayeyarwady,Lemyethna,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Male,Ayeyarwady,Pantanaw,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Male,Ayeyarwady,Pyapon,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Male,Ayeyarwady,Thabaung,Groundnut,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
1/11/2023,Male,Ayeyarwady,Thabaung,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Male,Ayeyarwady,Yegyi,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Male,Ayeyarwady,Zalun,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Male,Ayeyarwady,Zalun,Black gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
1/11/2023,Male,Bago (East),Bago,Vegetables other,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
